time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
2977.070045	6.810371	5.950089	1.144583	112
2978.075280	6.699005	5.958553	1.124267	113
2979.082689	6.843416	5.913106	1.157330	114
2980.088705	6.706024	5.944634	1.128080	115
2981.097574	6.556001	5.974503	1.097330	116
2982.104310	6.259892	5.961134	1.050118	117
2983.112562	6.212953	5.957601	1.042862	118
2984.117072	6.184800	5.963990	1.037024	119
2985.127745	6.352227	5.940158	1.069370	120
2986.129948	6.188869	5.953191	1.039589	121
2987.145128	6.511604	5.928131	1.098425	122
2988.140783	6.302772	5.960712	1.057386	123
2989.161696	6.596711	5.955830	1.107606	124
2990.149409	6.573774	5.959774	1.103024	125
2991.178724	6.541598	5.901050	1.108548	126
2992.161814	7.007418	5.924201	1.182846	127
2993.190071	6.358445	5.962654	1.066378	128
2994.180099	7.061695	5.935129	1.189813	129
2995.194081	6.903430	5.916152	1.166878	130
2996.199696	6.956474	5.946959	1.169753	131
2997.208602	6.845913	5.938386	1.152824	132
2998.215283	6.363769	5.952725	1.069052	133
2999.225983	6.439951	5.957235	1.081030	134
3000.228676	6.929554	5.959611	1.162753	135
3001.245507	6.514365	5.986753	1.088130	136
3002.230075	6.857146	5.906597	1.160930	137
3003.260448	6.035269	5.907190	1.021682	138
3004.247640	6.512360	5.948938	1.094710	139
3005.268148	6.091372	5.959395	1.022146	140
3006.266966	6.508047	5.911751	1.100866	141
3007.277474	6.439568	5.951587	1.081992	142
3008.283773	6.328391	5.936839	1.065953	143
3009.290550	6.562137	5.949768	1.102923	144
3010.294785	6.445538	5.963419	1.080846	145
3011.307628	6.680182	5.958982	1.121027	146
3012.313399	6.807600	5.947009	1.144710	147
3013.325102	6.847709	5.927114	1.155319	148
3014.314087	6.747577	5.963804	1.131422	149
3015.341138	6.838663	5.967665	1.145953	150
3016.325970	7.025630	5.951500	1.180481	151
3017.356504	6.650569	5.954940	1.116816	152
3018.340316	6.938615	5.960668	1.164067	153
3019.371185	6.383765	5.958396	1.071390	154
3020.354676	6.714968	5.931573	1.132072	155
3021.384209	6.269896	5.950071	1.053751	156
3022.367877	6.741068	5.926497	1.137446	157
3023.397483	6.448752	5.929550	1.087562	158
3024.381092	6.703319	5.962640	1.124220	159
3025.410833	6.554554	5.910396	1.108987	160
3026.394372	6.772633	5.906009	1.146736	161
3027.423716	6.853553	5.935814	1.154611	162
3028.419673	6.933219	5.968246	1.161685	163
3029.434564	6.940446	5.960357	1.164435	164
3030.426041	6.673410	5.963459	1.119050	165
3031.444187	6.999103	5.919532	1.182374	166
3032.442665	6.780724	5.975706	1.134715	167
3033.453202	7.084795	5.938529	1.193022	168
3034.459381	6.740744	5.961010	1.130806	169
3035.465878	6.816850	5.938102	1.147985	170
3036.473031	7.094099	5.961676	1.189951	171
3037.481265	6.791378	5.943487	1.142659	172
3038.481597	7.248084	5.956655	1.216804	173
3039.500075	6.827761	5.963648	1.144897	174
3040.488737	7.412270	5.933406	1.249244	175
3041.519526	6.418953	5.919227	1.084424	176
3042.500730	7.136814	5.967299	1.195987	177
3043.531787	6.500370	5.945099	1.093400	178
3044.519463	6.862069	5.914736	1.160165	179
3045.540735	6.849892	5.960345	1.149244	180
3046.539466	6.850783	5.954587	1.150505	181
3047.549161	6.864380	5.964168	1.150937	182
3048.555790	6.892729	5.945959	1.159229	183
3049.560808	6.831007	5.957437	1.146635	184
3050.570065	6.723555	5.959466	1.128214	185
3051.578020	6.607696	5.943690	1.111716	186
3052.580511	6.773624	5.952123	1.138018	187
3053.593792	6.668046	5.956944	1.119374	188
3054.590834	7.128853	5.935307	1.201093	189
3055.609651	6.703695	5.947155	1.127210	190
3056.601156	7.185998	5.918290	1.214202	191
3057.625752	6.680196	5.942181	1.124200	192
3058.613097	7.243582	5.963439	1.214665	193
3059.639580	6.911986	5.950435	1.161593	194
3060.626434	7.293638	5.969859	1.221744	195
3061.653644	6.822734	5.939672	1.148672	196
3062.639693	7.453520	5.969676	1.248564	197
3063.666628	6.775860	5.937459	1.141205	198
3064.653486	7.246480	5.928231	1.222368	199
3065.679254	6.812496	5.945917	1.145744	200
3066.668298	7.319912	5.962924	1.227571	201
3067.691422	6.941338	5.961230	1.164414	202
3068.683833	7.311868	5.953578	1.228147	203
3069.703030	7.059484	5.922698	1.191937	204
3070.700754	7.405672	5.934839	1.247830	205
3071.713938	7.140903	5.945903	1.200979	206
3072.717659	7.361768	5.961286	1.234930	207
3073.725990	7.326221	5.942942	1.232760	208
3074.733782	7.135322	5.939288	1.201377	209
3075.740130	7.247962	5.955798	1.216959	210
3076.746579	6.839730	5.915318	1.156274	211
3077.755276	7.144372	5.959650	1.198791	212
3078.754772	7.321885	5.964882	1.227499	213
3079.772871	7.147776	5.958626	1.199568	214
3080.764081	7.522798	5.961998	1.261791	215
3081.789971	7.135667	5.949412	1.199390	216
3082.775861	7.446455	5.956271	1.250187	217
3083.804985	6.835192	5.934816	1.151711	218
3084.791433	7.208250	5.927497	1.216070	219
3085.817730	6.695485	5.935822	1.127980	220
3086.807461	7.183142	5.970062	1.203194	221
3087.827071	6.612078	5.938466	1.113432	222
3088.824008	7.217692	5.956997	1.211633	223
3089.836139	7.155046	5.957794	1.200956	224
3090.839586	7.300436	5.961226	1.224654	225
3091.847302	7.212214	5.936392	1.214915	226
3092.854967	7.277115	5.948881	1.223275	227
3093.860979	7.248726	5.925351	1.223341	228
3094.868912	7.225176	5.953563	1.213589	229
3095.875044	7.159170	5.940765	1.205092	230
3096.882717	7.104384	5.949346	1.194145	231
