time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
7679.746191	10.535355	9.427104	1.117560	252
7680.736083	9.609982	9.413358	1.020888	253
7681.761210	10.564919	9.387029	1.125481	254
7682.750888	9.663381	9.385905	1.029563	255
7683.786577	10.903361	9.400867	1.159825	0
7684.766079	9.392429	9.412845	0.997831	1
7685.790956	10.376911	9.382154	1.106027	2
7686.780475	9.280658	9.418447	0.985370	3
7687.805190	10.770959	9.412399	1.144337	4
7688.793803	9.806940	9.410151	1.042166	5
7689.821757	10.513302	9.394376	1.119106	6
7690.807014	9.996731	9.384184	1.065274	7
7691.837504	10.483432	9.407041	1.114424	8
7692.820433	9.888319	9.412879	1.050510	9
7693.855398	10.473331	9.410033	1.112996	10
7694.833919	9.816645	9.408414	1.043390	11
7695.871782	10.918705	9.412772	1.159988	12
7696.844134	9.944794	9.409031	1.056941	13
7697.887036	10.857517	9.368676	1.158917	14
7698.856087	10.167423	9.377400	1.084247	15
7699.903573	11.039232	9.415401	1.172465	16
7700.870041	9.772703	9.407979	1.038768	17
7701.917265	10.949965	9.417144	1.162769	18
7702.884978	10.015325	9.406656	1.064706	19
7703.929245	10.829223	9.413469	1.150397	20
7704.903920	9.782203	9.410282	1.039523	21
7705.940735	10.858842	9.383426	1.157237	22
7706.934680	9.921196	9.413729	1.053907	23
7707.953960	10.884701	9.408621	1.156886	24
7708.941917	9.647465	9.413335	1.024872	25
7709.965747	11.270170	9.409079	1.197797	26
7710.956444	10.313601	9.403599	1.096772	27
7711.980149	11.201711	9.406558	1.190841	28
7712.970470	10.274607	9.403866	1.092594	29
7713.993182	11.511468	9.398747	1.224787	30
7714.983028	10.401661	9.380535	1.108856	31
7716.007105	11.563314	9.377798	1.233052	32
7716.996994	10.247476	9.392229	1.091059	33
7718.033349	11.767567	9.422084	1.248935	34
7719.011320	10.366879	9.416816	1.100890	35
7720.038059	11.091046	9.416676	1.177809	36
7721.026261	10.040548	9.370638	1.071490	37
7722.052537	10.728896	9.350679	1.147392	38
7723.041802	10.132078	9.415848	1.076066	39
7724.065899	11.273142	9.383677	1.201357	40
7725.058196	10.059776	9.408864	1.069181	41
7726.080450	11.204618	9.409069	1.190832	42
7727.073130	10.017399	9.382710	1.067645	43
7728.094565	11.490539	9.415645	1.220367	44
7729.089036	9.871976	9.401951	1.049992	45
7730.121619	11.933396	9.418930	1.266959	46
7731.105126	9.755106	9.416765	1.035930	47
7732.127424	11.821662	9.422288	1.254649	48
7733.120672	9.602070	9.416077	1.019753	49
7734.145736	11.859746	9.387132	1.263405	50
7735.134915	9.333496	9.405009	0.992396	51
7736.165749	11.283159	9.376809	1.203305	52
7737.147102	9.195621	9.414913	0.976708	53
